mergeable,commits,additions,deletions,changed_files,open_issues_count,watchers_count,forks_count,has_discussions,has_wiki,has_projects,stargazers_count,title_size,merged,language
1,1,112,109,3,49,0,0,0,1,1,0,33,1,python
1,1,113,23,3,0,0,0,0,0,1,0,36,1,typescript
1,1,128,83,2,25,0,0,0,1,1,0,52,0,javascript
1,1,129,9,6,0,0,0,0,1,1,0,20,1,java
1,1,133,50,2,44,32,32,1,1,1,32,50,0,c
1,1,151,134,2,21,1,1,0,0,1,1,60,0,go
1,1,152,140,7,3,0,0,0,1,1,0,41,1,python
1,1,161,176,3,1,2,2,0,1,1,2,46,1,typescript
1,1,164,106,1,0,2,2,0,1,1,2,50,1,python
1,1,167,228,2,0,0,0,0,1,1,0,12,1,ejs
1,1,195,207,4,1,16,16,1,1,1,16,57,1,typescript
1,1,212,43,2,11,0,0,0,0,1,0,36,0,python
1,1,238,60,8,0,0,0,0,1,1,0,24,1,javascript
1,1,308,198,1,0,0,0,0,1,1,0,29,1,javascript
1,1,486,137,2,5,0,0,0,1,1,0,46,0,typescript
1,1,525,219,1,11,26,26,0,0,0,26,52,1,javascript
1,1,637,146,2,10,0,0,0,1,1,0,42,0,vue
1,1,744,6,8,19,0,0,0,1,1,0,34,1,php
1,1,785,763,7,188,7081,7081,1,0,1,7081,53,1,javascript
1,1,956,105,18,0,0,0,0,1,1,0,31,1,javascript
1,1,966,992,2,0,0,0,0,1,1,0,32,1,typescript
1,1,1282,0,9,0,0,0,0,1,1,0,15,0,c
1,1,1465,711,8,0,0,0,0,1,1,0,55,1,typescript
1,1,3212,340,65,0,0,0,0,1,1,0,38,1,php
1,1,4426,437,2,714,12,12,0,0,1,12,37,0,typescript
1,1,6585,2,2,2,0,0,0,1,1,0,33,0,php
1,1,15447,17281,224,0,0,0,0,1,1,0,38,1,javascript
1,1,57205,75,55,0,0,0,0,1,1,0,5,1,php
1,2,2,0,2,27,0,0,0,1,1,0,22,0,hcl
1,2,2,0,2,29,0,0,0,1,1,0,22,0,hcl
1,2,2,2,2,18,1,1,0,1,1,1,22,0,python
1,2,2,4,2,20,74,74,0,0,0,74,16,1,python
1,2,12,0,2,0,0,0,0,1,1,0,36,1,python
1,2,17,1,8,18,30,30,0,0,0,30,26,0,javascript
1,2,26,40,4,0,0,0,0,1,1,0,3,1,java
1,2,79,1154,15,0,2,2,0,1,1,2,8,1,javascript
1,2,118,1,8,0,0,0,0,1,1,0,8,1,java
1,2,199,51,11,3,0,0,0,1,1,0,18,1,python
1,2,367,2,2,0,1,1,0,1,1,1,40,1,typescript
1,2,595,573,34,0,1,1,0,1,1,1,15,0,php
1,2,1452,356,15,0,0,0,0,1,1,0,4,1,html
1,2,9564,22767,11,0,8,8,0,1,1,8,18,1,python
1,2,11141,290,23,5,1,1,0,1,1,1,28,1,jupyter notebook
1,3,0,0,0,69,670,670,1,0,1,670,62,0,python
1,3,2,3,2,0,1,1,0,1,1,1,29,1,javascript
1,3,5,9,3,0,0,0,0,1,1,0,31,1,javascript
1,3,10,7,1,0,0,0,0,1,1,0,13,1,javascript
1,3,28,68,6,0,0,0,0,1,1,0,12,1,javascript
1,3,40,28,2,536,1341,1341,1,1,1,1341,32,1,go
1,3,71,3,6,0,0,0,0,1,1,0,18,1,processing
1,3,106,4,5,0,1,1,0,1,1,1,24,1,javascript
1,3,368,825,16,0,0,0,0,1,1,0,10,1,c
1,3,419,230,4,0,0,0,0,1,1,0,9,1,typescript
1,3,439,96,14,0,0,0,0,1,1,0,4,1,java
1,3,1277,299,29,6,1,1,0,0,0,1,36,1,java
1,4,12,5,3,0,1,1,0,1,1,1,19,1,rust
1,4,18,53,6,5,0,0,1,1,1,0,7,1,javascript
1,4,24,0,2,16,98,98,0,0,1,98,21,1,c
1,4,53,33,5,1,0,0,0,0,1,0,36,1,typescript
1,4,80,24,8,58,1275,1275,1,1,1,1275,14,1,typescript
1,4,157,157,27,99,112,112,0,0,1,112,31,1,javascript
1,4,360,1,10,64,377,377,1,1,1,377,22,1,typescript
1,5,72,176,2,951,82956,82956,1,1,1,82956,28,1,typescript
1,5,131,0,4,0,0,0,0,1,1,0,23,1,typescript
1,5,176,148,7,1,0,0,0,1,1,0,13,1,rust
1,5,381,40,14,24,5,5,0,1,1,5,27,1,swift
1,5,432,231,9,0,0,0,0,0,1,0,36,1,go
1,5,458,218,30,57,1275,1275,1,1,1,1275,17,1,typescript
1,6,81,77,2,0,0,0,0,1,1,0,22,1,typescript
1,6,257,51,14,78,1680,1680,1,1,1,1680,48,1,rust
1,6,284,82,148,0,0,0,0,0,1,0,27,1,c++
1,8,3681,7838,31,0,0,0,0,0,1,0,36,1,go
1,9,100,86,4,0,0,0,0,1,1,0,32,1,html
1,9,8711,14,54,9,128,128,0,1,1,128,19,1,python
1,10,61,0,3,28,45,45,1,0,0,45,29,1,python
1,12,83,52,20,0,0,0,0,0,1,0,30,1,c
1,17,755,195,11,52,138,138,0,1,1,138,37,1,typescript
1,19,539,36,18,0,2,2,1,0,1,2,34,1,tcl
1,20,2302,1047,67,0,0,0,0,1,1,0,3,1,html
1,21,833,1,9,0,0,0,0,1,1,0,11,1,html
1,124,97,5,4,11,148,148,1,1,1,148,11,1,javascript
1,188,848135,85,7023,0,0,0,0,1,1,0,8,1,php
1,1,0,0,1,0,0,0,0,1,1,0,10,1,css
1,1,0,0,2,0,0,0,0,1,1,0,40,1,standard ml
1,1,0,0,2,0,0,0,0,1,1,0,40,1,standard ml
1,1,0,0,5,0,0,0,0,1,1,0,10,1,typescript
1,1,0,3,1,0,0,0,0,1,1,0,2,1,python
1,1,0,46,1,0,0,0,0,1,1,0,26,1,javascript
1,1,1,0,1,0,0,0,0,1,1,0,7,1,typescript
1,1,1,0,1,0,0,0,0,1,1,0,23,1,typescript
1,1,1,0,1,3,1271,1271,0,1,1,1271,12,0,html
1,1,1,0,1,28,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,29,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,29,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,30,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,30,0,0,0,1,1,0,22,0,hcl
1,1,1,1,1,0,2,2,0,0,0,2,54,1,c
1,1,1,1,1,1,2,2,0,1,1,2,29,1,javascript
1,1,1,1,1,1,10,10,0,1,1,10,28,1,tex
1,1,1,1,1,3,0,0,0,1,1,0,37,0,python
1,1,1,1,1,3,1,1,0,1,1,1,53,0,html
1,1,1,1,1,13,0,0,0,1,1,0,53,0,javascript
1,1,1,1,1,14,0,0,0,1,1,0,52,0,javascript
1,1,1,1,1,20,0,0,0,1,1,0,52,0,javascript
1,1,1,1,1,30,0,0,0,1,1,0,22,0,python
1,1,1,1,1,30,0,0,0,1,1,0,24,0,python
1,1,1,1,1,35,355,355,0,1,1,355,17,1,python
1,1,2,0,1,4,0,0,0,1,1,0,9,1,python
1,1,2,2,1,0,2,2,0,1,1,2,21,1,shell
1,1,2,2,1,11,1626,1626,1,1,1,1626,16,1,python
1,1,2,2,1,37,27,27,0,0,0,27,21,1,go
1,1,2,2,2,0,2,2,0,0,0,2,34,1,python
1,1,2,2,2,148,666,666,1,1,1,666,20,1,java
1,1,2,3,2,0,0,0,0,1,1,0,28,1,html
1,1,3,1,1,0,0,0,0,1,1,0,36,1,typescript
1,1,3,1,2,146,107,107,0,0,1,107,19,1,html
1,1,3,3,1,5,6,6,0,0,0,6,45,1,typescript
1,1,3,3,1,16,329,329,1,0,1,329,50,1,typescript
1,1,3,3,3,0,0,0,0,1,1,0,11,1,html
1,1,3,6,4,0,0,0,0,1,1,0,7,1,blade
1,1,4,0,1,2,0,0,1,1,1,0,19,1,java
1,1,4,0,1,7,57,57,0,1,1,57,25,1,c++
1,1,4,4,1,0,0,0,0,1,1,0,21,1,php
1,1,4,8,1,54,191,191,0,1,1,191,30,1,python
1,1,5,3,2,215,82,82,0,1,1,82,35,0,c++
1,1,5,5,2,2,165,165,1,1,1,165,36,1,typescript
1,1,6,0,1,0,0,0,0,1,1,0,18,1,html
1,1,6,0,1,2,0,0,1,1,1,0,17,1,java
1,1,6,0,1,2,2,2,0,1,1,2,59,1,roff
1,1,6,0,1,2,2,2,0,1,1,2,59,1,roff
1,1,6,0,1,4,2,2,0,1,1,2,47,1,roff
1,1,6,6,1,4,1,1,0,1,1,1,43,0,pug
1,1,7,0,1,1,3,3,0,0,1,3,26,1,typescript
1,1,7,0,1,3,2,2,0,1,1,2,44,1,roff
1,1,7,0,1,3,2,2,0,1,1,2,44,1,roff
1,1,9,9,3,15,510,510,0,0,0,510,20,1,python
1,1,11,0,1,0,0,0,0,1,1,0,18,1,java
1,1,12,12,4,3,30,30,0,0,0,30,20,1,python
1,1,12,12,4,3,95,95,0,0,0,95,20,1,python
1,1,12,12,4,3,143,143,0,0,0,143,20,1,python
1,1,12,12,4,9,352,352,0,0,0,352,20,1,python
1,1,12,12,4,9,397,397,0,0,0,397,20,1,python
1,1,13,13,4,1,0,0,0,1,1,0,6,1,ruby
1,1,14,0,1,0,0,0,0,1,1,0,45,1,python
1,1,14,3,1,251,36,36,1,1,1,36,66,1,go
1,1,14,14,5,0,0,0,0,1,1,0,33,1,php
1,1,17,0,12,0,0,0,0,1,1,0,19,1,python
1,1,21,0,1,0,0,0,0,1,1,0,18,1,javascript
1,1,21,0,1,62,593,593,0,1,1,593,21,0,java
1,1,22,16,4,50,119,119,0,1,1,119,6,0,python
1,1,24,0,2,4,6,6,0,0,1,6,42,1,python
1,1,31,233,12,0,2,2,0,0,1,2,31,1,typescript
1,1,37,24,3,0,1,1,0,0,1,1,36,1,python
1,1,46,43,11,4,35,35,1,1,1,35,29,1,python
1,1,58,16,2,0,5,5,0,1,1,5,41,1,javascript
1,1,60,0,1,16,12,12,0,1,1,12,17,1,java
1,1,60,3,7,1,0,0,0,1,1,0,39,1,ruby
1,1,67,0,2,11,2,2,0,1,1,2,33,1,go
1,1,94,1,2,10,7,7,0,1,1,7,21,1,typescript
1,1,96,96,11,10,122,122,0,0,0,122,20,1,python
1,1,100,57,3,0,0,0,0,1,1,0,21,1,javascript
1,1,102,108,2,1,0,0,0,0,0,0,33,1,typescript
1,1,107,22,10,0,0,0,0,1,1,0,16,1,java
1,1,118,0,5,0,0,0,0,1,1,0,13,1,javascript
1,1,119,116,2,88,170,170,0,1,1,170,41,1,c++
1,1,125,26,1,8,1,1,0,1,1,1,56,1,html
1,1,143,143,5,7,462,462,0,0,0,462,20,1,python
1,1,190,110,12,2,0,0,0,1,1,0,26,1,python
1,1,200,66,5,0,4,4,0,1,1,4,25,1,javascript
1,1,216,1455,2,1,0,0,0,1,1,0,42,1,typescript
1,1,278,89,22,0,0,0,0,1,1,0,9,1,java
1,1,287,91,7,0,0,0,0,1,1,0,10,0,javascript
1,1,465,508,20,492,19800,19800,1,0,0,19800,25,1,kotlin
1,1,577,0,20,0,0,0,0,1,1,0,31,1,python
1,1,1625,1629,17,0,0,0,0,1,1,0,13,1,typescript
1,1,2268,334,9,0,0,0,0,1,1,0,6,1,java
1,1,3687,3012,2,20,0,0,0,1,0,0,67,0,vue
1,1,3845,3006,2,19,0,0,0,1,0,0,67,0,vue
1,1,4477,4,64,3,1,1,0,1,1,1,48,1,c#
1,1,8186,2311,135,1,2,2,0,1,1,2,18,1,c#
1,1,10440,779,58,0,0,0,0,1,1,0,31,1,shaderlab
1,2,1,1,1,0,2,2,0,1,1,2,16,1,html
1,2,2,0,2,27,0,0,0,1,1,0,22,0,hcl
1,2,2,0,2,28,0,0,0,1,1,0,22,0,hcl
1,2,2,0,2,29,0,0,0,1,1,0,22,0,hcl
1,2,2,0,2,30,0,0,0,1,1,0,22,0,hcl
1,2,2,0,2,30,0,0,0,1,1,0,22,0,hcl
1,2,2,0,2,30,0,0,0,1,1,0,22,0,hcl
1,2,4,275,15,20,31,31,1,1,1,31,44,1,kotlin
1,2,6,4,1,236,3340,3340,0,0,1,3340,31,1,ren'py
1,2,8,36,2,0,28,28,0,1,1,28,6,1,vue
1,2,10,4,3,839,3593,3593,1,1,1,3593,60,1,c++
1,2,12,0,1,53,10,10,0,1,1,10,14,0,java
1,2,118,28,6,0,0,0,0,1,1,0,16,1,javascript
1,2,132,5,9,0,0,0,0,1,1,0,47,1,html
1,2,155,5,9,2,0,0,0,1,1,0,18,1,java
1,2,280,36,8,0,0,0,0,1,1,0,14,1,python
1,2,1092,16,6,0,0,0,0,1,1,0,31,1,solidity
1,2,1305,56,4,17,1,1,0,1,1,1,14,1,java
1,2,13168,27460,61,3,5,5,0,1,1,5,8,1,typescript
1,2,21316,21515,3,0,0,0,0,1,1,0,15,1,javascript
1,3,2,2,1,0,0,0,0,1,1,0,24,1,html
1,3,2,2,2,59,5926,5926,1,1,1,5926,45,1,c
1,3,4,1,1,0,0,0,0,1,1,0,15,1,javascript
1,3,7,5,2,2,4,4,0,1,1,4,22,1,vue
1,3,8,8,1,0,0,0,0,1,1,0,45,1,lua
1,3,9,3,3,842,3593,3593,1,1,1,3593,60,1,c++
1,3,41,1,1,3,5,5,0,1,1,5,14,0,haskell
1,3,222,93,16,2,308,308,0,1,1,308,19,1,apex
1,3,1128,24941,3,6,26,26,0,0,0,26,47,1,typescript
1,4,36,2,6,0,3,3,0,1,1,3,9,0,java
1,4,41,38,5,9,9,9,1,1,1,9,22,1,swift
1,4,110,0,3,0,0,0,0,1,1,0,11,1,javascript
1,4,1529,74,26,0,0,0,0,1,1,0,16,1,python
1,5,4,4,3,0,0,0,0,0,1,0,43,1,c
1,5,42,0,1,0,0,0,0,1,1,0,36,1,jupyter notebook
1,5,42,0,1,0,1,1,0,0,1,1,36,1,jupyter notebook
1,5,111,4,4,58,38,38,0,0,1,38,42,0,c++
1,6,49,48,5,13,3,3,0,0,0,3,42,1,go
1,6,65,20,7,24,8,8,0,1,1,8,22,1,java
1,6,97,44,5,0,2,2,0,1,1,2,45,1,javascript
1,6,586,278,19,8,0,0,0,1,1,0,28,1,c#
1,7,24,7,2,0,0,0,0,1,1,0,35,1,html
1,7,128,77,7,0,0,0,0,1,1,0,35,1,c++
1,7,184,29,15,1,0,0,0,1,1,0,16,1,kotlin
1,7,999,13,23,13,17,17,0,1,1,17,28,0,java
1,8,201,1,6,4,11,11,0,1,1,11,14,1,javascript
1,9,47,81,7,2,0,0,0,1,1,0,7,1,css
1,9,162,2,10,0,0,0,0,1,1,0,3,1,go
1,10,2,3,2,0,1,1,0,1,1,1,14,1,javascript
1,10,53,16,5,4,0,0,0,1,1,0,50,1,c#
1,11,456,165,17,28,0,0,0,1,1,0,27,1,typescript
1,12,527,101,36,13,24,24,0,1,1,24,23,1,scala
1,13,327,31,10,0,0,0,0,1,1,0,19,1,vue
1,31,468,165,71,1,0,0,0,1,1,0,56,1,c
1,36,498,41906,30,124,38,38,1,1,1,38,17,1,c++
1,68,3991,3136,206,164,4514,4514,1,1,1,4514,4,1,javascript
0,1,156,102,12,2,5,5,0,0,1,5,44,0,brighterscript
1,0,0,0,0,0,0,0,0,1,1,0,16,1,css
1,1,0,0,1,2,3,3,0,1,1,3,11,1,javascript
1,1,0,38,1,0,0,0,0,1,1,0,16,1,hcl
1,1,1,0,1,0,0,0,0,1,1,0,20,1,c
1,1,1,0,1,27,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,27,0,0,0,1,1,0,22,1,hcl
1,1,1,0,1,27,0,0,0,1,1,0,22,1,hcl
1,1,1,0,1,28,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,28,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,28,0,0,0,1,1,0,22,1,hcl
1,1,1,0,1,29,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,29,0,0,0,1,1,0,22,0,hcl
1,1,1,0,1,29,0,0,0,1,1,0,22,0,hcl
1,1,1,1,1,0,0,0,0,1,1,0,15,0,html
1,1,1,1,1,0,0,0,0,1,1,0,15,1,javascript
1,1,1,1,1,0,0,0,0,1,1,0,27,1,python
1,1,1,1,1,0,0,0,0,1,1,0,35,1,python
1,1,1,1,1,0,2,2,0,0,1,2,31,0,python
1,1,1,1,1,3,2,2,0,1,1,2,52,0,html
1,1,1,1,1,8,2,2,0,1,1,2,31,0,python
1,1,1,1,1,9,2,2,0,1,1,2,34,0,python
1,1,1,1,1,9,4,4,0,0,1,4,41,1,scss
1,1,1,1,1,10,1,1,0,1,1,1,53,0,xslt
1,1,1,1,1,11,0,0,0,1,1,0,52,0,javascript
1,1,1,1,1,11,0,0,0,1,1,0,53,0,html
1,1,1,1,1,20,0,0,0,1,1,0,52,0,html
1,1,1,1,1,25,6,6,0,1,1,6,42,1,typescript
1,1,1,1,1,36,5,5,0,1,1,5,26,1,typescript
1,1,2,1,1,0,2,2,0,1,1,2,15,1,python
1,1,2,1,2,0,0,0,0,1,1,0,36,1,go
1,1,2,2,1,0,0,0,0,1,1,0,20,1,java
1,1,2,2,1,1,0,0,0,1,1,0,18,1,vue
1,1,2,2,1,1,7,7,0,0,1,7,21,1,typescript
1,1,3,3,1,2,1,1,0,1,1,1,40,1,javascript
1,1,3,3,1,3,2,2,0,1,1,2,32,1,javascript
1,1,3,3,1,3,3,3,0,1,1,3,53,1,nix
1,1,3,3,2,6,0,0,0,1,1,0,50,1,rust
1,1,3,3,2,7,0,0,0,1,1,0,45,1,rust
1,1,4,1,1,0,0,0,0,1,1,0,30,1,python
1,1,4,18,1,21,0,0,0,1,1,0,51,0,typescript
1,1,5,5,2,0,3,3,0,1,1,3,50,1,shell
1,1,5,5,2,2,62,62,1,0,1,62,52,1,c#
1,1,5,5,2,8,17,17,0,0,0,17,19,1,typescript
1,1,6,0,1,1,0,0,0,1,1,0,34,0,php
1,1,6,0,1,5,2,2,0,1,1,2,28,1,roff
1,1,6,1,1,195,137,137,1,1,1,137,39,1,typescript
1,1,7,0,1,1,9,9,0,0,0,9,81,1,ruby
1,1,7,0,1,2,2,2,0,1,1,2,44,1,roff
1,1,7,0,1,2,2,2,0,1,1,2,44,1,roff
1,1,7,0,2,0,0,0,0,1,1,0,3,1,java
1,1,7,5,1,5,48,48,0,1,1,48,14,1,typescript
1,1,7,6,1,6,1,1,0,1,1,1,28,1,javascript
1,1,7,6,2,3,5,5,1,1,1,5,64,1,go
1,1,7,7,2,29,80,80,0,1,1,80,42,1,typescript
1,1,8,8,2,4,6,6,0,0,0,6,42,1,typescript
1,1,8,31,1,7,1,1,0,1,1,1,30,1,javascript
1,1,8,47,1,0,0,0,0,1,1,0,26,1,c++
1,1,9,0,2,2,1,1,0,1,1,1,13,1,html
1,1,10,0,1,0,0,0,0,1,1,0,26,1,java
1,1,10,10,2,7,19,19,0,1,1,19,54,1,typescript
1,1,10,86,2,4,2,2,0,1,1,2,35,1,typescript
1,1,11,15,3,0,0,0,0,1,0,0,16,1,shell
1,1,11,32,2,17,3,3,0,0,1,3,28,1,typescript
1,1,12,10,1,3,2,2,0,1,1,2,27,1,typescript
1,1,12,25,1,11,1,1,0,1,1,1,34,1,javascript
1,1,14,5,1,0,0,0,0,1,1,0,13,1,css
1,1,14,8,1,0,0,0,0,1,1,0,16,1,jupyter notebook
1,1,16,13,2,28,2,2,0,1,1,2,15,1,javascript
1,1,19,4,3,0,0,0,0,1,1,0,27,1,python
1,1,20,27,4,0,0,0,0,1,1,0,8,1,blade
1,1,21,0,1,0,0,0,0,1,1,0,13,1,html
1,1,21,33,2,0,3,3,0,1,1,3,5,1,vue
1,1,24,24,2,3,18,18,0,0,0,18,41,1,typescript
1,1,26,265,2,6,0,0,0,1,1,0,44,1,typescript
1,1,29,0,1,10,1,1,0,1,1,1,18,1,javascript
1,1,35,4,2,0,0,0,0,1,1,0,39,1,ruby
1,1,36,3,1,0,0,0,0,0,1,0,29,1,javascript
1,1,41,0,1,12,1,1,0,1,1,1,25,1,javascript
1,1,42,33,4,7,5,5,0,1,1,5,16,1,rust
1,1,52,70,3,7,3,3,0,1,1,3,20,1,javascript
1,1,54,2,3,0,3,3,0,1,1,3,28,1,go
1,1,54,95,1,1,0,0,0,1,1,0,28,1,typescript
1,1,56,91,1,2,2,2,0,1,1,2,28,1,typescript
1,1,61,17,6,11,10,10,0,1,1,10,11,1,typescript
1,1,90,0,1,5,0,0,0,1,1,0,16,1,c#
1,1,93,91,3,0,0,0,0,1,1,0,24,1,java
1,1,122,34,49,0,1,1,0,1,1,1,39,1,jupyter notebook
1,1,128,127,13,2,0,0,0,1,1,0,7,1,ruby
1,1,149,111,4,103,44433,44433,0,0,0,44433,41,1,go
1,1,153,6,9,0,0,0,0,1,1,0,18,1,javascript
1,1,170,96,7,0,0,0,0,1,1,0,36,1,c#
1,1,186,126,17,0,107,107,0,0,0,107,51,1,c
1,1,242,188,54,0,0,0,0,1,1,0,35,1,go
1,1,266,0,1,0,0,0,0,0,1,0,26,1,html
1,1,276,4,6,0,0,0,0,1,1,0,16,1,python
1,1,336,0,13,4,0,0,0,1,1,0,9,0,javascript
1,1,375,869,19,0,0,0,0,1,1,0,26,1,javascript
1,1,406,1115,2,21,0,0,0,1,1,0,33,1,typescript
1,1,486,80,1,1054,9809,9809,0,1,0,9809,56,0,go
1,1,533,5,23,0,0,0,0,1,1,0,33,1,typescript
1,1,844,54,7,0,0,0,0,1,1,0,50,1,javascript
1,1,885,65,12,0,0,0,0,1,1,0,12,1,typescript
1,1,2047,256,5214,0,0,0,0,1,1,0,2,1,javascript
1,1,4675,0,1,0,0,0,0,1,1,0,35,1,typescript
1,1,216434,20,11,0,3,3,0,1,1,3,21,1,c#
1,2,1,4,1,0,3,3,0,1,1,3,7,1,html
1,2,6,7,1,0,0,0,0,1,1,0,61,1,ruby
1,2,7,0,2,8171,49042,49042,0,0,1,49042,65,0,python
1,2,7,1,1,1,0,0,0,0,0,0,82,1,ruby
1,2,11,2,2,57,269,269,0,0,0,269,42,1,c++
1,2,20,5,1,0,0,0,0,1,1,0,3,1,python
1,2,26,8,2,0,0,0,0,1,1,0,20,1,javascript
1,2,36,28,2,1,0,0,0,0,1,0,35,1,javascript
1,2,37,1,2,0,1,1,0,1,1,1,6,1,c++
1,2,37,43,3,0,0,0,0,1,1,0,20,1,javascript
1,2,81,63,11,1,0,0,0,1,1,0,8,1,ruby
1,2,90,0,2,1,0,0,0,1,1,0,17,1,html
1,2,97,68,5,0,9,9,0,1,1,9,33,1,javascript
1,2,133,1,2,0,1,1,0,1,1,1,9,1,javascript
1,2,138,13,15,0,0,0,0,1,1,0,13,1,java
1,2,208,276,5,0,0,0,0,1,1,0,32,1,python
1,2,306,10,22,0,0,0,0,1,1,0,28,1,dart
1,2,342,320,6,1,12,12,0,0,1,12,34,1,typescript
1,2,350,221,30,17,1215,1215,0,0,0,1215,41,1,rust
1,2,412,52,20,0,0,0,0,1,1,0,7,1,html
1,2,1402,8,3,0,0,0,0,1,1,0,20,1,jupyter notebook
1,2,5812,20,10,0,0,0,0,1,1,0,6,1,javascript
1,2,470180,1338,42,0,0,0,0,0,1,0,35,1,c#
1,3,1,0,1,6,0,0,0,1,1,0,17,1,html
1,3,6,6,3,402,189,189,0,1,1,189,40,0,swift
1,3,15,1,2,0,0,0,0,1,1,0,49,1,javascript
1,3,28,4,5,1,0,0,0,1,1,0,30,1,python
1,3,35,1,3,0,0,0,0,1,1,0,23,0,java
1,3,49,3,3,141,4571,4571,1,1,1,4571,18,1,python
1,3,73,12,6,10582,60500,60500,0,1,1,60500,42,0,c++
1,3,149,37,6,0,4,4,0,1,1,4,26,1,java
1,3,300,93,9,0,0,0,0,1,1,0,18,1,javascript
1,4,25,1,6,0,0,0,0,0,0,0,14,1,html
1,4,447,954,9,0,0,0,0,1,1,0,34,1,vue
1,4,651,0,28,10,152,152,1,1,1,152,16,1,html
1,4,1030,4,12,0,1,1,0,1,1,1,19,1,javascript
1,4,27382,25972,19,0,0,0,0,0,1,0,32,1,typescript
1,5,6,6,1,1,0,0,1,1,1,0,68,1,c++
1,5,19,0,3,0,0,0,0,1,1,0,12,1,java
1,5,19,0,3,0,0,0,0,1,1,0,24,1,java
1,5,85,7,8,5,1,1,0,1,1,1,19,1,python
1,5,212,89,9,0,0,0,0,1,1,0,6,1,html
1,6,6,0,2,5,0,0,0,1,1,0,4,1,html
1,6,7,1,2,24,4327,4327,1,0,1,4327,48,1,go
1,6,8,45,6,0,0,0,0,0,1,0,45,1,typescript
1,6,120,33,15,1,3,3,0,1,1,3,15,1,java
1,6,1147,4,24,1,0,0,0,1,1,0,27,1,kotlin
1,8,105,0,3,8173,49042,49042,0,0,1,49042,34,1,python
1,8,603,417,49,2,34,34,0,1,1,34,38,1,dart
1,9,1,580,14,10,42,42,1,0,0,42,20,1,javascript
1,9,210,125,26,12,17,17,1,1,1,17,34,1,typescript
1,9,8414,1039,13,0,0,0,0,1,1,0,22,1,fortran
1,11,109,200,9,482,298,298,1,0,1,298,60,1,rust
1,11,218,0,6,0,0,0,0,1,1,0,14,1,html
1,12,39,3,2,0,0,0,0,1,1,0,50,0,html
1,12,80,32,9,0,0,0,0,0,1,0,37,1,c++
1,12,83,38,6,0,0,0,0,1,1,0,4,1,blade
1,12,145,80,6,0,0,0,0,1,1,0,41,1,shell
1,12,222,207,12,0,0,0,0,1,1,0,32,1,go
1,14,106,45,7,1,0,0,0,1,1,0,16,1,blade
1,15,50,22,9,0,0,0,0,0,1,0,34,1,c
1,15,50,22,9,0,0,0,0,0,1,0,34,1,c
1,16,41,0,3,0,0,0,0,0,1,0,38,1,python
1,19,137,97,19,4,0,0,0,1,1,0,20,1,swift
1,41,1094,284,28,0,1,1,0,1,1,1,6,1,javascript
1,1,0,0,0,0,0,0,0,1,1,0,41,1,c#
1,1,0,0,1,0,0,0,0,1,1,0,16,1,shell
1,1,0,1,1,6,0,0,0,1,1,0,6,1,ruby
1,1,0,38,1,0,0,0,0,0,1,0,34,1,c
1,1,0,747,16,74,1030,1030,1,0,1,1030,36,1,go
1,1,1,0,1,0,0,0,0,1,1,0,14,1,scss
1,1,1,0,1,1,11,11,0,0,0,11,36,1,ballerina
1,1,1,1,1,0,0,0,0,1,1,0,31,1,javascript
1,1,1,1,1,0,2,2,0,1,1,2,25,1,python
1,1,1,1,1,0,3,3,0,1,1,3,32,1,python
1,1,1,1,1,0,72,72,0,0,0,72,39,1,java
1,1,1,1,1,1,2,2,0,1,1,2,25,1,javascript
1,1,1,1,1,2,0,0,0,1,1,0,41,1,typescript
1,1,1,1,1,2,0,0,0,1,1,0,42,0,c#
1,1,1,1,1,2,0,0,0,1,1,0,50,0,jinja
1,1,1,1,1,2,1,1,0,1,1,1,50,0,jinja
1,1,1,1,1,3,0,0,0,1,1,0,37,0,groovy
1,1,1,1,1,3,1,1,0,0,1,1,34,0,python
1,1,1,1,1,3,2,2,0,1,1,2,42,1,kotlin
1,1,1,1,1,3,3,3,0,1,1,3,31,0,python
1,1,1,1,1,3,17,17,0,1,1,17,33,0,python
1,1,1,1,1,3,23,23,0,0,0,23,43,1,go
1,1,1,1,1,5,0,0,0,1,1,0,43,0,javascript
1,1,1,1,1,6,0,0,0,1,1,0,51,0,python
1,1,1,1,1,7,0,0,0,0,1,0,41,0,go
1,1,1,1,1,7,3,3,0,1,1,3,31,0,python
1,1,1,1,1,7,54,54,0,1,1,54,49,0,c#
1,1,1,1,1,8,0,0,0,1,1,0,37,0,python
1,1,1,1,1,10,0,0,0,1,1,0,39,0,python
1,1,1,1,1,10,9,9,0,1,1,9,35,0,python
1,1,1,1,1,11,0,0,0,1,1,0,49,0,nunjucks
1,1,1,1,1,11,5,5,0,1,1,5,24,0,python
1,1,1,1,1,12,0,0,0,1,1,0,24,0,python
1,1,1,1,1,12,0,0,0,1,1,0,25,0,python
1,1,1,1,1,12,0,0,0,1,1,0,27,0,python
